Customer ID,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age,Location,Gender,Purchased
43,90,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,55,6,2,Jeans
43,79,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,55,6,2,Shirt
43,28,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,55,6,2,Belt
43,88,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,55,6,2,Pants
44,26,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,35,3,1,Blouse
44,27,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,35,3,1,Jewelry
44,83,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,35,3,1,Sweater
44,39,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,35,3,1,Blouse
44,89,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,35,3,1,Sunglasses
46,68,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,37,3,1,Belt
46,90,M,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,37,3,1,Dress
46,34,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,37,3,1,Shirt
46,51,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly,37,3,1,Pants
46,45,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,37,3,1,Sweater
46,88,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,37,3,1,Pants
46,85,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,37,3,1,Belt
47,100,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,39,4,1,Jewelry
47,42,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,39,4,1,Belt
47,53,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,39,4,1,Belt
47,86,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,39,4,1,Sunglasses
47,66,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly,39,4,1,Sweater
47,100,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly,39,4,1,Belt
47,47,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually,39,4,1,Pants
48,25,L,Black,Fall,4,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,60,6,1,Shirt
49,51,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually,41,5,2,Pants
49,41,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,41,5,2,Shirt
49,73,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,41,5,2,Belt
49,42,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,41,5,2,Sunglasses
49,20,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually,41,5,2,Pants
50,30,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,21,5,1,Jewelry
50,53,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,21,5,1,Pants
51,74,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly,44,1,2,Blouse
51,57,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually,44,1,2,Jeans
51,57,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,44,1,2,Dress
51,77,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually,44,1,2,Jeans
53,40,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,33,9,2,Pants
53,46,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly,33,9,2,Shirt
53,78,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,33,9,2,Pants
53,59,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,33,9,2,Backpack
53,75,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,33,9,2,Jewelry
53,54,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,33,9,2,Sweater
53,42,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly,33,9,2,Shirt
54,44,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,36,8,1,Blouse
54,52,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,36,8,1,Jeans
54,69,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly,36,8,1,Sunglasses
54,26,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,36,8,1,Jewelry
54,33,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,36,8,1,Belt
54,32,M,Indigo,Spring,3,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,36,8,1,Jewelry
54,85,XL,Lavender,Winter,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly,36,8,1,Backpack
54,30,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly,36,8,1,Shirt
54,29,M,Green,Winter,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,36,8,1,Shirt
55,95,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,66,4,2,Sweater
55,69,L,Turquoise,Summer,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly,66,4,2,Sneakers
55,69,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,66,4,2,Belt
55,61,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,66,4,2,Belt
55,94,M,Teal,Summer,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly,66,4,2,Shirt
56,30,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually,32,7,1,Sweater
56,45,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,32,7,1,Shirt
56,39,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,32,7,1,Pants
57,51,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,32,2,1,Jewelry
58,37,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,59,5,1,Pants
58,62,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,59,5,1,Sweater
59,85,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,35,2,2,Belt
59,33,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,35,2,2,Sweater
59,26,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,35,2,2,Dress
59,99,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly,35,2,2,Shirt
59,39,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually,35,2,2,Pants
60,20,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,35,7,2,Shirt
60,42,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,35,7,2,Sunglasses
60,74,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,35,7,2,Belt
61,26,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,32,7,2,Shirt
61,53,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months,32,7,2,Sweater
61,80,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,32,7,2,Sneakers
61,98,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly,32,7,2,Dress
61,95,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months,32,7,2,Shirt
61,44,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,32,7,2,Sweater
62,60,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,64,4,1,Belt
62,84,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,64,4,1,Dress
62,59,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,64,4,1,Sweater
62,49,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,64,4,1,Pants
62,32,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,64,4,1,Blouse
62,29,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly,64,4,1,Pants
62,22,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly,64,4,1,Dress
62,85,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,64,4,1,Pants
62,52,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,64,4,1,Jeans
63,89,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,44,6,1,Pants
63,77,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,44,6,1,Dress
63,24,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,44,6,1,Pants
63,24,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually,44,6,1,Jewelry
63,22,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,44,6,1,Pants
63,82,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,44,6,1,Sweater
63,67,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually,44,6,1,Backpack
63,74,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,44,6,1,Shirt
63,72,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly,44,6,1,Jewelry
64,36,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,55,1,1,Sneakers
64,95,S,Cyan,Winter,3,Yes,Standard,Yes,Yes,47,Credit Card,Monthly,55,1,1,Belt
64,78,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,55,1,1,Pants
65,82,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly,28,5,1,Shirt
65,70,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually,28,5,1,Pants
66,41,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,21,2,2,Pants
66,42,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly,21,2,2,Belt
66,50,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly,21,2,2,Belt
66,31,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,21,2,2,Shirt
66,51,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly,21,2,2,Sweater
66,98,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly,21,2,2,Shirt
68,86,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,24,2,1,Shirt
68,64,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,24,2,1,Sweater
68,46,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually,24,2,1,Blouse
69,85,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months,42,7,1,Sweater
69,81,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually,42,7,1,Dress
69,59,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually,42,7,1,Sweater
69,79,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly,42,7,1,Pants
69,33,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,42,7,1,Shirt
69,47,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months,42,7,1,Shirt
69,20,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly,42,7,1,Dress
69,36,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,42,7,1,Belt
70,39,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly,34,9,1,Belt
70,71,M,Charcoal,Winter,4,Yes,Standard,Yes,Yes,46,Debit Card,Monthly,34,9,1,Shirt
70,59,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually,34,9,1,Shirt
72,50,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly,68,7,1,Jeans
72,41,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,68,7,1,Belt
73,59,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,50,9,1,Blouse
73,87,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,50,9,1,Dress
73,68,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly,50,9,1,Sweater
73,90,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,50,9,1,Shirt
73,71,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months,50,9,1,Jeans
74,64,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly,34,1,2,Sneakers
75,76,S,Olive,Fall,3,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly,34,9,2,Jewelry
75,42,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,34,9,2,Jewelry
75,80,L,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly,34,9,2,Pants
75,56,M,Olive,Spring,4,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly,34,9,2,Belt
75,25,XL,Magenta,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months,34,9,2,Dress
75,74,M,Olive,Winter,3,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months,34,9,2,Sneakers
75,30,M,Teal,Summer,3,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,34,9,2,Pants
75,96,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually,34,9,2,Sweater
75,64,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,34,9,2,Sneakers
75,88,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly,34,9,2,Shirt
75,88,L,Charcoal,Summer,3,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months,34,9,2,Shirt
75,88,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly,34,9,2,Blouse
75,36,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly,34,9,2,Shirt
76,40,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly,52,6,2,Dress
76,39,M,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly,52,6,2,Pants
76,40,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly,52,6,2,Belt
76,34,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly,52,6,2,Pants
76,83,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,52,6,2,Sneakers
76,85,L,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly,52,6,2,Sweater
77,27,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly,26,8,2,Belt
77,78,S,Purple,Spring,5,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly,26,8,2,Jewelry
78,32,M,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly,21,4,1,Sunglasses
78,51,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly,21,4,1,Shirt
78,32,M,Silver,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months,21,4,1,Pants
78,62,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly,21,4,1,Dress
78,29,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly,21,4,1,Sweater
78,69,XL,Beige,Fall,3,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly,21,4,1,Backpack
78,25,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months,21,4,1,Jewelry
79,76,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly,47,1,2,Jeans
79,77,S,Magenta,Fall,2.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,47,1,2,Sunglasses
79,33,M,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,6,Venmo,Annually,47,1,2,Sweater
79,93,S,Yellow,Fall,2.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly,47,1,2,Shirt
79,39,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly,47,1,2,Jewelry
79,93,L,Silver,Summer,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly,47,1,2,Belt
79,82,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly,47,1,2,Pants
80,42,L,Purple,Spring,4.2,Yes,Standard,Yes,Yes,28,Bank Transfer,Monthly,34,3,2,Belt
80,71,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,19,PayPal,Annually,34,3,2,Blouse
81,86,L,Gray,Spring,4.8,Yes,Standard,Yes,Yes,25,Cash,Fortnightly,68,8,1,Sweater
81,82,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually,68,8,1,Sweater
81,65,L,Maroon,Fall,4.2,Yes,Standard,Yes,Yes,6,PayPal,Fortnightly,68,8,1,Shirt
81,29,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly,68,8,1,Pants
82,65,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually,29,1,1,Sneakers
82,88,S,Black,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually,29,1,1,Dress
83,46,M,Indigo,Fall,3,Yes,Free Shipping,Yes,Yes,26,Cash,Annually,28,7,2,Belt
83,67,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months,28,7,2,Belt
84,35,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,37,6,2,Pants
84,66,M,Green,Winter,4.8,Yes,Free Shipping,Yes,Yes,14,PayPal,Fortnightly,37,6,2,Belt
84,91,L,Orange,Fall,4.8,Yes,Standard,Yes,Yes,21,Cash,Quarterly,37,6,2,Sweater
84,78,L,Cyan,Fall,3,Yes,Express,Yes,Yes,26,PayPal,Monthly,37,6,2,Backpack
84,45,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,37,6,2,Sneakers
84,93,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly,37,6,2,Sweater
84,74,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually,37,6,2,Jeans
84,55,M,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly,37,6,2,Blouse
84,76,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,37,6,2,Pants
84,66,L,White,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly,37,6,2,Sneakers
84,51,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,37,6,2,Shirt
85,26,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,49,4,1,Sweater
85,29,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually,49,4,1,Jeans
85,74,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,49,4,1,Pants
85,99,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly,49,4,1,Jewelry
86,88,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly,32,1,2,Backpack
86,31,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly,32,1,2,Belt
86,55,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,32,1,2,Belt
86,81,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,32,1,2,Belt
86,73,L,Purple,Spring,3,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly,32,1,2,Sweater
86,91,S,Teal,Winter,3.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,32,1,2,Shirt
86,54,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,32,1,2,Shirt
86,40,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly,32,1,2,Shirt
86,59,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,32,1,2,Pants
86,26,L,Teal,Spring,3,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,32,1,2,Pants
87,23,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,29,2,1,Sweater
87,87,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,29,2,1,Jeans
87,71,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,29,2,1,Pants
87,91,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,29,2,1,Backpack
87,64,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,29,2,1,Belt
87,94,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,29,2,1,Belt
88,40,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually,51,8,2,Shirt
88,76,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly,51,8,2,Dress
88,86,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,51,8,2,Shirt
89,92,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,54,6,1,Shirt
90,52,L,Pink,Spring,4,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,37,9,1,Shirt
90,28,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,37,9,1,Belt
90,46,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,37,9,1,Pants
90,50,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually,37,9,1,Jewelry
90,23,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,37,9,1,Belt
90,50,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,37,9,1,Pants
92,89,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,43,3,1,Shirt
92,81,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually,43,3,1,Pants
92,69,M,Olive,Fall,3.5,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,43,3,1,Sunglasses
92,67,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,43,3,1,Sunglasses
93,20,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually,70,6,2,Dress
94,29,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,36,5,1,Belt
94,74,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,36,5,1,Shirt
95,82,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,37,6,2,Shirt
95,23,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,37,6,2,Blouse
95,45,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,37,6,2,Jewelry
96,21,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,37,8,2,Belt
96,31,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,37,8,2,Jewelry
97,45,M,Violet,Summer,3.3,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,60,6,1,Pants
97,56,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly,60,6,1,Jewelry
98,97,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,56,2,2,Pants
